LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Unadjusted gender wage gap (%),Flag Codes,primary_key
EST,WAGEGAP,EMPLOYEE,PC,A,2014,28.33935018,,EST_2014
ISR,WAGEGAP,EMPLOYEE,PC,A,2001,27.97471833,,ISR_2001
ISR,WAGEGAP,EMPLOYEE,PC,A,2002,24.20761246,,ISR_2002
ISR,WAGEGAP,EMPLOYEE,PC,A,2003,25.32531132,,ISR_2003
ISR,WAGEGAP,EMPLOYEE,PC,A,2004,25.01352814,,ISR_2004
ISR,WAGEGAP,EMPLOYEE,PC,A,2005,21.92439863,,ISR_2005
ISR,WAGEGAP,EMPLOYEE,PC,A,2006,21.95521573,,ISR_2006
ISR,WAGEGAP,EMPLOYEE,PC,A,2007,20.40924794,,ISR_2007
ISR,WAGEGAP,EMPLOYEE,PC,A,2008,22.05882353,,ISR_2008
ISR,WAGEGAP,EMPLOYEE,PC,A,2009,21.13599802,,ISR_2009
ISR,WAGEGAP,EMPLOYEE,PC,A,2010,20.39157739,,ISR_2010
ISR,WAGEGAP,EMPLOYEE,PC,A,2011,19.65966691,,ISR_2011
ISR,WAGEGAP,EMPLOYEE,PC,A,2012,20,,ISR_2012
ISR,WAGEGAP,EMPLOYEE,PC,A,2013,20.34590182,,ISR_2013
ISR,WAGEGAP,EMPLOYEE,PC,A,2014,20.1081412,,ISR_2014
ISR,WAGEGAP,EMPLOYEE,PC,A,2015,20.43918919,,ISR_2015
ISR,WAGEGAP,EMPLOYEE,PC,A,2016,21.59333204,,ISR_2016
ISR,WAGEGAP,EMPLOYEE,PC,A,2017,21.79178994,,ISR_2017
LVA,WAGEGAP,EMPLOYEE,PC,A,2002,18.91955557,,LVA_2002
LVA,WAGEGAP,EMPLOYEE,PC,A,2006,10.99195711,,LVA_2006
LVA,WAGEGAP,EMPLOYEE,PC,A,2010,19.05564924,,LVA_2010
LVA,WAGEGAP,EMPLOYEE,PC,A,2014,21.12299465,,LVA_2014
LTU,WAGEGAP,EMPLOYEE,PC,A,2002,14.63135637,,LTU_2002
LTU,WAGEGAP,EMPLOYEE,PC,A,2006,15.95238095,,LTU_2006
LTU,WAGEGAP,EMPLOYEE,PC,A,2010,10.64257028,,LTU_2010
LTU,WAGEGAP,EMPLOYEE,PC,A,2014,12.47974068,,LTU_2014
MLT,WAGEGAP,EMPLOYEE,PC,A,2002,13.55573327,,MLT_2002
MLT,WAGEGAP,EMPLOYEE,PC,A,2006,7.440719542,,MLT_2006
MLT,WAGEGAP,EMPLOYEE,PC,A,2010,7.067879636,,MLT_2010
MLT,WAGEGAP,EMPLOYEE,PC,A,2014,8.989460632,,MLT_2014
ROU,WAGEGAP,EMPLOYEE,PC,A,2002,15.60415122,,ROU_2002
ROU,WAGEGAP,EMPLOYEE,PC,A,2006,9.541984733,,ROU_2006
ROU,WAGEGAP,EMPLOYEE,PC,A,2010,9.631728045,,ROU_2010
ROU,WAGEGAP,EMPLOYEE,PC,A,2014,1.546391753,,ROU_2014
SVN,WAGEGAP,EMPLOYEE,PC,A,2002,9.405241223,,SVN_2002
SVN,WAGEGAP,EMPLOYEE,PC,A,2006,7.220573689,,SVN_2006
SVN,WAGEGAP,EMPLOYEE,PC,A,2010,0.991735537,,SVN_2010
SVN,WAGEGAP,EMPLOYEE,PC,A,2014,4.996271439,,SVN_2014
OECD,WAGEGAP,EMPLOYEE,PC,A,1995,18.57203168,,OECD_1995
OECD,WAGEGAP,EMPLOYEE,PC,A,1996,18.74200426,,OECD_1996
OECD,WAGEGAP,EMPLOYEE,PC,A,1997,18.36476135,,OECD_1997
OECD,WAGEGAP,EMPLOYEE,PC,A,1998,18.1460306,,OECD_1998
OECD,WAGEGAP,EMPLOYEE,PC,A,1999,17.80187718,,OECD_1999
OECD,WAGEGAP,EMPLOYEE,PC,A,2000,17.55097891,,OECD_2000
OECD,WAGEGAP,EMPLOYEE,PC,A,2001,17.35813244,,OECD_2001
OECD,WAGEGAP,EMPLOYEE,PC,A,2002,16.85097237,,OECD_2002
OECD,WAGEGAP,EMPLOYEE,PC,A,2003,16.22687832,,OECD_2003
OECD,WAGEGAP,EMPLOYEE,PC,A,2004,16.07167288,,OECD_2004
OECD,WAGEGAP,EMPLOYEE,PC,A,2005,15.76458421,,OECD_2005
OECD,WAGEGAP,EMPLOYEE,PC,A,2006,15.4549345,,OECD_2006
OECD,WAGEGAP,EMPLOYEE,PC,A,2007,15.30975993,,OECD_2007
OECD,WAGEGAP,EMPLOYEE,PC,A,2008,15.33596719,,OECD_2008
OECD,WAGEGAP,EMPLOYEE,PC,A,2009,14.82564416,,OECD_2009
OECD,WAGEGAP,EMPLOYEE,PC,A,2010,14.40828509,,OECD_2010
OECD,WAGEGAP,EMPLOYEE,PC,A,2011,14.24933289,,OECD_2011
OECD,WAGEGAP,EMPLOYEE,PC,A,2012,14.25096288,,OECD_2012
OECD,WAGEGAP,EMPLOYEE,PC,A,2013,14.25818054,,OECD_2013
OECD,WAGEGAP,EMPLOYEE,PC,A,2014,14.01559937,,OECD_2014
OECD,WAGEGAP,EMPLOYEE,PC,A,2015,13.86897397,,OECD_2015
OECD,WAGEGAP,EMPLOYEE,PC,A,2016,13.429629,,OECD_2016
OECD,WAGEGAP,EMPLOYEE,PC,A,2017,13.17700735,,OECD_2017
